Data_Time,Lot_ID,Item_ID,Value,Target,USL,UCL,LCL,LSL,Stage_ID,Layer_ID,Prod_ID,Eqp_S,Eqp_S_Unit1,Eqp_S_Unit2,S_Recipe,S_SubRecipe,Eqp_C,Material_ID,Eqp_M,M_Recipe,Chart_Type,index
2020-11-18 09:55:59,A21XX727,A21XX727.14,-0.005663929290617119,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdA,ZSE005,s#U1-04,s#U2-04,SRCP-L11-H,SRCPSUB-L11-001,ZCOC,VW,XCD20,MRCP-L11-.005,MEAN,10
2020-11-18 12:11:43,A21WW878,A21WW878.14,-0.02589676932760185,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdA,XSE005,s#U1-01,s#U2-03,SRCP-L11-J,SRCPSUB-L11-001,YCOC,VW,WCD33,MRCP-L11-.005,MEAN,11
2020-11-18 16:27:25,A21WW744,A21WW744.16,-0.013467652987863734,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdB,YSE005,s#U1-03,s#U2-01,SRCP-L11-J,SRCPSUB-L11-001,YCOC,VW,XCD33,MRCP-L11-.004,MEAN,12
2020-11-18 17:34:07,A21XX727,A21XX727.22,-0.00500724730262295,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdD,YSE005,s#U1-02,s#U2-03,SRCP-L11-H,SRCPSUB-L11-001,YCOB,VW,WCD33,MRCP-L11-.005,MEAN,13
2020-11-18 23:00:11,A21XX138,A21XX138.15,0.007499029404709755,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdD,ZSE005,s#U1-01,s#U2-02,SRCP-L11-J,SRCPSUB-L11-001,ZCOB,VW,XCD20,MRCP-L11-.005,MEAN,14
2020-11-19 02:13:53,A21YY213,A21YY213.18,0.010552127876414215,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdB,XSE005,s#U1-02,s#U2-04,SRCP-L11-I,SRCPSUB-L11-001,YCOB,VW,XCD20,MRCP-L11-.003,MEAN,15
2020-11-19 03:49:13,A21WW178,A21WW178.09,0.003476011521080343,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdB,YSE003,s#U1-02,s#U2-04,SRCP-L11-H,SRCPSUB-L11-001,YCOC,VW,XCD33,MRCP-L11-.004,MEAN,16
2020-11-19 05:12:02,A21WW034,A21WW034.10,0.008492235059725285,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdB,XSE003,s#U1-02,s#U2-04,SRCP-L11-J,SRCPSUB-L11-001,ZCOB,VW,WCD20,MRCP-L11-.005,MEAN,17
2020-11-19 14:26:33,A21ZZ733,A21ZZ733.14,0.027606369076264962,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdD,XSE005,s#U1-04,s#U2-01,SRCP-L11-J,SRCPSUB-L11-001,YCOC,VW,WCD33,MRCP-L11-.005,MEAN,18
2020-11-19 14:32:46,A21YY347,A21YY347.10,0.010518583042945607,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdC,YSE003,s#U1-04,s#U2-02,SRCP-L11-H,SRCPSUB-L11-001,YCOC,VW,XCD20,MRCP-L11-.004,MEAN,19
2020-11-19 16:11:02,A21YY310,A21YY310.09,0.00957552323962292,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdC,XSE003,s#U1-01,s#U2-03,SRCP-L11-J,SRCPSUB-L11-001,ZCOB,VW,WCD20,MRCP-L11-.003,MEAN,20
2020-11-19 20:12:24,A21YY364,A21YY364.03,-0.0010128405530541072,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdA,ZSE001,s#U1-01,s#U2-04,SRCP-L11-J,SRCPSUB-L11-001,ZCOC,VW,XCD20,MRCP-L11-.003,MEAN,21
2020-11-19 23:45:10,A21XX746,A21XX746.01,0.001096407351999353,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdD,XSE005,s#U1-04,s#U2-03,SRCP-L11-J,SRCPSUB-L11-001,ZCOC,VW,XCD33,MRCP-L11-.004,MEAN,22
2020-11-20 00:28:00,A21ZZ751,A21ZZ751.23,0.013427624053553494,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdB,XSE001,s#U1-03,s#U2-02,SRCP-L11-H,SRCPSUB-L11-001,YCOC,VW,XCD20,MRCP-L11-.005,MEAN,23
2020-11-20 03:11:00,A21ZZ170,A21ZZ170.18,0.00894486104724213,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdD,YSE001,s#U1-03,s#U2-04,SRCP-L11-H,SRCPSUB-L11-001,ZCOC,VW,XCD33,MRCP-L11-.004,MEAN,24
2020-11-20 10:39:58,A21YY387,A21YY387.05,-0.0014576415171624639,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdD,ZSE001,s#U1-02,s#U2-01,SRCP-L11-J,SRCPSUB-L11-001,YCOC,VW,WCD20,MRCP-L11-.005,MEAN,25
2020-11-20 11:41:54,A21YY849,A21YY849.12,0.0108987958526821,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdA,ZSE001,s#U1-04,s#U2-03,SRCP-L11-J,SRCPSUB-L11-001,YCOC,VW,XCD33,MRCP-L11-.003,MEAN,26
2020-11-20 12:05:03,A21ZZ488,A21ZZ488.01,-0.0017815832684425076,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdA,ZSE003,s#U1-03,s#U2-01,SRCP-L11-H,SRCPSUB-L11-001,ZCOC,VW,WCD33,MRCP-L11-.004,MEAN,27
2020-11-20 16:11:58,A21WW453,A21WW453.10,0.00542929339916742,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdA,YSE005,s#U1-02,s#U2-04,SRCP-L11-I,SRCPSUB-L11-001,ZCOC,VW,WCD33,MRCP-L11-.004,MEAN,28
2020-11-20 20:58:22,A21WW506,A21WW506.03,-0.010099371602784828,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdA,YSE005,s#U1-03,s#U2-02,SRCP-L11-H,SRCPSUB-L11-001,YCOB,VW,WCD33,MRCP-L11-.003,MEAN,29
2020-11-20 21:03:03,A21ZZ306,A21ZZ306.03,0.0026870380013837244,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdC,ZSE005,s#U1-02,s#U2-02,SRCP-L11-I,SRCPSUB-L11-001,ZCOB,VW,WCD20,MRCP-L11-.003,MEAN,30
2020-11-20 23:49:43,A21XX492,A21XX492.14,0.00011616848424641389,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdC,XSE003,s#U1-03,s#U2-01,SRCP-L11-J,SRCPSUB-L11-001,ZCOB,VW,WCD33,MRCP-L11-.005,MEAN,31
2020-11-21 00:21:44,A21XX518,A21XX518.16,0.012994805458001838,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdD,ZSE005,s#U1-02,s#U2-01,SRCP-L11-H,SRCPSUB-L11-001,YCOB,VW,XCD20,MRCP-L11-.004,MEAN,32
2020-11-21 01:02:47,A21XX914,A21XX914.02,0.005602671057479851,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdB,XSE005,s#U1-01,s#U2-02,SRCP-L11-J,SRCPSUB-L11-001,ZCOB,VW,WCD33,MRCP-L11-.005,MEAN,33
2020-11-21 01:18:05,A21ZZ368,A21ZZ368.11,0.0036341066697107467,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdB,YSE003,s#U1-03,s#U2-03,SRCP-L11-H,SRCPSUB-L11-001,ZCOB,VW,WCD20,MRCP-L11-.003,MEAN,34
2020-11-21 01:46:40,A21ZZ535,A21ZZ535.06,0.01791312072485427,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdB,YSE001,s#U1-01,s#U2-01,SRCP-L11-I,SRCPSUB-L11-001,YCOC,VW,WCD33,MRCP-L11-.004,MEAN,35
2020-11-21 03:36:30,A21YY426,A21YY426.03,0.004499230693158865,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdD,XSE005,s#U1-01,s#U2-02,SRCP-L11-I,SRCPSUB-L11-001,YCOC,VW,WCD33,MRCP-L11-.003,MEAN,36
2020-11-21 06:01:35,A21ZZ983,A21ZZ983.09,-0.010134168125046243,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdD,ZSE001,s#U1-03,s#U2-03,SRCP-L11-J,SRCPSUB-L11-001,YCOB,VW,WCD33,MRCP-L11-.004,MEAN,37
2020-11-21 07:08:36,A21ZZ459,A21ZZ459.02,0.009304798312302047,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdC,YSE003,s#U1-03,s#U2-04,SRCP-L11-J,SRCPSUB-L11-001,YCOB,VW,XCD20,MRCP-L11-.003,MEAN,38
2020-11-21 08:18:16,A21WW671,A21WW671.06,-0.008397981378427144,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdD,XSE005,s#U1-01,s#U2-02,SRCP-L11-J,SRCPSUB-L11-001,ZCOC,VW,WCD33,MRCP-L11-.003,MEAN,39
2020-11-21 09:29:38,A21YY398,A21YY398.25,0.00031376279811906057,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdC,ZSE005,s#U1-02,s#U2-02,SRCP-L11-H,SRCPSUB-L11-001,YCOB,VW,WCD20,MRCP-L11-.004,MEAN,40
2020-11-21 11:41:00,A21WW531,A21WW531.02,0.008618340811390148,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdC,ZSE003,s#U1-03,s#U2-03,SRCP-L11-J,SRCPSUB-L11-001,ZCOC,VW,WCD33,MRCP-L11-.003,MEAN,41
2020-11-21 20:26:57,A21ZZ823,A21ZZ823.03,-0.012856294251865819,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdC,ZSE003,s#U1-03,s#U2-01,SRCP-L11-I,SRCPSUB-L11-001,YCOB,VW,WCD33,MRCP-L11-.003,MEAN,42
2020-11-21 23:07:16,A21WW577,A21WW577.07,0.010768736320599435,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdD,XSE001,s#U1-01,s#U2-01,SRCP-L11-I,SRCPSUB-L11-001,YCOC,VW,WCD33,MRCP-L11-.005,MEAN,43
2020-11-22 00:19:05,A21WW679,A21WW679.19,0.004984583109672125,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdA,YSE005,s#U1-01,s#U2-02,SRCP-L11-I,SRCPSUB-L11-001,ZCOC,VW,XCD33,MRCP-L11-.005,MEAN,44
2020-11-22 00:31:16,A21WW550,A21WW550.16,-0.008286023591965093,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdA,ZSE003,s#U1-01,s#U2-03,SRCP-L11-J,SRCPSUB-L11-001,YCOC,VW,WCD33,MRCP-L11-.004,MEAN,45
2020-11-22 01:23:32,A21XX231,A21XX231.11,-0.0029439112812891266,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdB,YSE005,s#U1-02,s#U2-02,SRCP-L11-H,SRCPSUB-L11-001,ZCOB,VW,WCD33,MRCP-L11-.004,MEAN,46
2020-11-22 03:48:19,A21WW783,A21WW783.07,0.015066172583586787,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdB,ZSE003,s#U1-01,s#U2-01,SRCP-L11-H,SRCPSUB-L11-001,ZCOB,VW,XCD33,MRCP-L11-.005,MEAN,47
2020-11-22 04:30:44,A21XX347,A21XX347.22,0.009213454135630031,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdA,XSE001,s#U1-01,s#U2-04,SRCP-L11-I,SRCPSUB-L11-001,YCOB,VW,XCD20,MRCP-L11-.003,MEAN,48
2020-11-22 06:18:07,A21XX535,A21XX535.06,0.0005983950290432673,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdB,ZSE003,s#U1-03,s#U2-03,SRCP-L11-H,SRCPSUB-L11-001,ZCOB,VW,WCD20,MRCP-L11-.005,MEAN,49
2020-11-22 10:21:06,A21WW366,A21WW366.01,0.01811740440701794,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdB,XSE001,s#U1-02,s#U2-01,SRCP-L11-H,SRCPSUB-L11-001,YCOC,VW,XCD20,MRCP-L11-.005,MEAN,50
2020-11-22 17:46:31,A21ZZ299,A21ZZ299.13,0.013908481559690124,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdA,YSE005,s#U1-02,s#U2-02,SRCP-L11-I,SRCPSUB-L11-001,ZCOB,VW,WCD33,MRCP-L11-.003,MEAN,51
2020-11-22 20:12:03,A21YY761,A21YY761.20,0.021966089000808015,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdD,XSE005,s#U1-04,s#U2-01,SRCP-L11-J,SRCPSUB-L11-001,YCOB,VW,WCD33,MRCP-L11-.004,MEAN,52
2020-11-22 23:43:07,A21ZZ284,A21ZZ284.12,-0.000648971679828187,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdA,ZSE005,s#U1-02,s#U2-01,SRCP-L11-J,SRCPSUB-L11-001,ZCOC,VW,XCD20,MRCP-L11-.004,MEAN,53
2020-11-23 03:18:49,A21YY381,A21YY381.08,7.54696037077785e-05,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdD,XSE003,s#U1-02,s#U2-04,SRCP-L11-H,SRCPSUB-L11-001,YCOC,VW,XCD33,MRCP-L11-.005,MEAN,54
2020-11-23 04:34:24,A21ZZ444,A21ZZ444.12,-0.00038395946235147364,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdA,XSE001,s#U1-04,s#U2-03,SRCP-L11-I,SRCPSUB-L11-001,ZCOC,VW,WCD33,MRCP-L11-.004,MEAN,55
2020-11-23 05:01:14,A21WW196,A21WW196.24,-0.004592456891694355,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdD,YSE001,s#U1-04,s#U2-01,SRCP-L11-J,SRCPSUB-L11-001,ZCOB,VW,XCD20,MRCP-L11-.003,MEAN,56
2020-11-23 06:19:05,A21YY856,A21YY856.20,0.0013379745564034648,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdB,ZSE003,s#U1-01,s#U2-01,SRCP-L11-I,SRCPSUB-L11-001,YCOC,VW,XCD33,MRCP-L11-.004,MEAN,57
2020-11-23 06:29:34,A21ZZ099,A21ZZ099.13,-0.006740891544510583,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdD,XSE005,s#U1-03,s#U2-03,SRCP-L11-J,SRCPSUB-L11-001,ZCOB,VW,WCD33,MRCP-L11-.003,MEAN,58
2020-11-23 07:35:08,A21WW728,A21WW728.10,0.004355533200782479,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdD,XSE003,s#U1-02,s#U2-04,SRCP-L11-I,SRCPSUB-L11-001,ZCOC,VW,WCD20,MRCP-L11-.003,MEAN,59
2020-11-23 07:56:06,A21YY835,A21YY835.09,-0.009018210657451904,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdB,YSE003,s#U1-02,s#U2-04,SRCP-L11-J,SRCPSUB-L11-001,YCOC,VW,XCD20,MRCP-L11-.003,MEAN,60
2020-11-23 09:25:20,A21WW482,A21WW482.12,0.00081709261789359,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdB,ZSE005,s#U1-03,s#U2-02,SRCP-L11-J,SRCPSUB-L11-001,YCOC,VW,WCD33,MRCP-L11-.004,MEAN,61
2020-11-23 13:40:36,A21XX122,A21XX122.13,-0.004600139515429001,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdA,YSE003,s#U1-04,s#U2-01,SRCP-L11-I,SRCPSUB-L11-001,ZCOC,VW,WCD33,MRCP-L11-.003,MEAN,62
2020-11-23 14:02:59,A21ZZ621,A21ZZ621.06,0.020687278956091952,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdC,XSE001,s#U1-02,s#U2-02,SRCP-L11-H,SRCPSUB-L11-001,ZCOB,VW,XCD20,MRCP-L11-.004,MEAN,63
2020-11-23 14:46:24,A21ZZ247,A21ZZ247.09,-0.01178349524936303,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdC,YSE005,s#U1-03,s#U2-03,SRCP-L11-J,SRCPSUB-L11-001,ZCOB,VW,XCD20,MRCP-L11-.004,MEAN,64
2020-11-23 16:41:17,A21WW172,A21WW172.20,-0.00951925009008636,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdA,XSE003,s#U1-02,s#U2-01,SRCP-L11-H,SRCPSUB-L11-001,YCOC,VW,XCD20,MRCP-L11-.003,MEAN,65
2020-11-23 19:33:34,A21ZZ759,A21ZZ759.02,-0.013787450120168344,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdB,ZSE001,s#U1-04,s#U2-02,SRCP-L11-I,SRCPSUB-L11-001,ZCOB,VW,XCD33,MRCP-L11-.005,MEAN,66
2020-11-24 01:29:15,A21WW089,A21WW089.03,0.007369282451954945,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdD,YSE005,s#U1-02,s#U2-02,SRCP-L11-J,SRCPSUB-L11-001,ZCOC,VW,WCD20,MRCP-L11-.003,MEAN,67
2020-11-24 06:42:48,A21WW315,A21WW315.06,-0.008510526943345524,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdD,ZSE005,s#U1-04,s#U2-04,SRCP-L11-H,SRCPSUB-L11-001,YCOB,VW,XCD20,MRCP-L11-.005,MEAN,68
2020-11-24 06:52:52,A21ZZ008,A21ZZ008.24,-0.0007914099913053661,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdA,YSE003,s#U1-03,s#U2-04,SRCP-L11-J,SRCPSUB-L11-001,YCOC,VW,XCD20,MRCP-L11-.004,MEAN,69
2020-11-24 16:37:43,A21YY770,A21YY770.04,0.005057845880376095,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdD,XSE005,s#U1-04,s#U2-03,SRCP-L11-J,SRCPSUB-L11-001,ZCOC,VW,WCD33,MRCP-L11-.004,MEAN,70
2020-11-24 21:29:17,A21ZZ106,A21ZZ106.19,-0.009730995429816343,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdD,YSE001,s#U1-03,s#U2-03,SRCP-L11-I,SRCPSUB-L11-001,ZCOB,VW,XCD20,MRCP-L11-.003,MEAN,71
2020-11-24 23:59:28,A21YY997,A21YY997.22,-0.007636532985459497,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdD,YSE005,s#U1-02,s#U2-02,SRCP-L11-I,SRCPSUB-L11-001,ZCOB,VW,XCD20,MRCP-L11-.004,MEAN,72
2020-11-25 02:55:03,A21XX290,A21XX290.24,0.010137243865056433,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdB,ZSE005,s#U1-04,s#U2-04,SRCP-L11-J,SRCPSUB-L11-001,YCOC,VW,XCD20,MRCP-L11-.004,MEAN,73
2020-11-25 03:53:13,A21ZZ654,A21ZZ654.07,-0.003823014267469008,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdD,YSE001,s#U1-03,s#U2-01,SRCP-L11-J,SRCPSUB-L11-001,ZCOC,VW,WCD20,MRCP-L11-.005,MEAN,74
2020-11-25 07:05:51,A21WW687,A21WW687.07,-0.009765011198996485,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdD,ZSE003,s#U1-01,s#U2-02,SRCP-L11-H,SRCPSUB-L11-001,ZCOB,VW,XCD33,MRCP-L11-.003,MEAN,75
2020-11-25 09:01:43,A21ZZ248,A21ZZ248.06,-0.010929956960056077,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdB,YSE005,s#U1-01,s#U2-03,SRCP-L11-J,SRCPSUB-L11-001,YCOC,VW,WCD20,MRCP-L11-.004,MEAN,76
2020-11-25 09:35:18,A21YY244,A21YY244.05,0.006889294447263899,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdC,YSE003,s#U1-01,s#U2-01,SRCP-L11-I,SRCPSUB-L11-001,ZCOC,VW,WCD33,MRCP-L11-.004,MEAN,77
2020-11-25 10:03:50,A21WW699,A21WW699.24,-0.006538365486561265,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdA,YSE001,s#U1-01,s#U2-01,SRCP-L11-J,SRCPSUB-L11-001,YCOB,VW,WCD20,MRCP-L11-.004,MEAN,78
2020-11-25 16:26:51,A21ZZ153,A21ZZ153.23,-0.01212500271825208,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdA,XSE005,s#U1-02,s#U2-03,SRCP-L11-H,SRCPSUB-L11-001,ZCOB,VW,XCD20,MRCP-L11-.005,MEAN,79
2020-11-25 16:47:58,A21ZZ757,A21ZZ757.09,0.011561718916837532,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdC,ZSE003,s#U1-03,s#U2-01,SRCP-L11-H,SRCPSUB-L11-001,ZCOB,VW,WCD20,MRCP-L11-.005,MEAN,80
2020-11-25 23:13:55,A21WW293,A21WW293.06,-0.013794829966253109,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdC,XSE005,s#U1-04,s#U2-03,SRCP-L11-H,SRCPSUB-L11-001,YCOC,VW,XCD33,MRCP-L11-.004,MEAN,81
2020-11-25 23:17:35,A21ZZ517,A21ZZ517.23,0.0028205359414323517,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdD,ZSE003,s#U1-01,s#U2-04,SRCP-L11-H,SRCPSUB-L11-001,YCOB,VW,XCD20,MRCP-L11-.005,MEAN,82
2020-11-26 00:22:40,A21WW999,A21WW999.14,-0.01799418007073424,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdD,XSE003,s#U1-01,s#U2-03,SRCP-L11-J,SRCPSUB-L11-001,YCOC,VW,XCD20,MRCP-L11-.005,MEAN,83
2020-11-26 00:30:12,A21YY737,A21YY737.14,-0.004869719610546109,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdB,XSE001,s#U1-01,s#U2-01,SRCP-L11-H,SRCPSUB-L11-001,YCOC,VW,WCD33,MRCP-L11-.005,MEAN,84
2020-11-26 02:06:46,A21XX652,A21XX652.02,-0.0004659876188021948,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdA,ZSE003,s#U1-01,s#U2-02,SRCP-L11-I,SRCPSUB-L11-001,YCOC,VW,XCD33,MRCP-L11-.005,MEAN,85
2020-11-26 02:47:29,A21XX456,A21XX456.11,-0.010938371462817644,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdA,YSE001,s#U1-02,s#U2-04,SRCP-L11-J,SRCPSUB-L11-001,ZCOB,VW,XCD33,MRCP-L11-.003,MEAN,86
2020-11-26 06:26:53,A21YY396,A21YY396.18,0.0010596663202796773,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdB,YSE001,s#U1-02,s#U2-02,SRCP-L11-H,SRCPSUB-L11-001,YCOB,VW,XCD33,MRCP-L11-.005,MEAN,87
2020-11-26 07:08:52,A21ZZ097,A21ZZ097.13,0.000151565916000505,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdC,YSE005,s#U1-02,s#U2-04,SRCP-L11-J,SRCPSUB-L11-001,YCOB,VW,XCD33,MRCP-L11-.005,MEAN,88
2020-11-26 10:05:33,A21WW798,A21WW798.25,-0.001109293041905697,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdA,ZSE001,s#U1-01,s#U2-02,SRCP-L11-H,SRCPSUB-L11-001,YCOC,VW,XCD20,MRCP-L11-.003,MEAN,89
2020-11-26 13:28:52,A21XX311,A21XX311.24,-0.013754717157164996,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdB,XSE001,s#U1-01,s#U2-02,SRCP-L11-I,SRCPSUB-L11-001,ZCOB,VW,WCD20,MRCP-L11-.005,MEAN,90
2020-11-26 18:35:20,A21WW071,A21WW071.03,0.001916168425134485,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdA,ZSE005,s#U1-01,s#U2-01,SRCP-L11-I,SRCPSUB-L11-001,ZCOC,VW,WCD20,MRCP-L11-.004,MEAN,91
